Departure,Arrival,Departure Date,Route_ID
Balsicas-Mar Menor,Alicante/alacant,0146012025-05-11,6130765000GL026
Balsicas-Mar Menor,Elda-Petrer,0146012025-05-11,6130765000GL026
Balsicas-Mar Menor,Villena,0146012025-05-11,6130765000GL026
Balsicas-Mar Menor,Xativa,0146012025-05-11,6130765000GL026
Balsicas-Mar Menor,Valencia-Estacio del Nord,0146012025-05-11,6130765000GL026
Balsicas-Mar Menor,Torre-Pacheco,0146312025-05-11,6500061307GL026
Balsicas-Mar Menor,Cartagena,0146312025-05-11,6500061307GL026
Balsicas-Mar Menor,Archena-Fortuna,1109312025-05-11,6130760600GL026
Balsicas-Mar Menor,Cieza,1109312025-05-11,6130760600GL026
Balsicas-Mar Menor,Hellin,1109312025-05-11,6130760600GL026
Balsicas-Mar Menor,Albacete-Los Llanos,1109312025-05-11,6130760600GL026
Balsicas-Mar Menor,Callosa de Segura,3560412025-05-13,6130765000VRX
Balsicas-Mar Menor,Elche/elx Carrus,3560412025-05-13,6130765000VRX
Balsicas-Mar Menor,Sant Gabriel,3560412025-05-13,6130765000VRX
Balsicas-Mar Menor,Universidad de Alicante,3560412025-05-13,6130765000VRX
Balsicas-Mar Menor,Sant Vicent Centre,3560432025-06-16,6130765000VRX
Barallobre,Cabanas-Areal,1268312025-05-11,2101031412VRM
Barallobre,Pontedeume,1268312025-05-11,2101031412VRM
Barallobre,Perbes,1268312025-05-11,2101031412VRM
Barallobre,Minyo,1268312025-05-11,2101031412VRM
Barallobre,Betanzos-Cidade,1268312025-05-11,2101031412VRM
Barallobre,Betanzos-Infesta,1268312025-05-11,2101031412VRM
Barallobre,O Burgo Santiago,1268312025-05-11,2101031412VRM
Barallobre,Elvinya-Universidade,1268312025-05-11,2101031412VRM
Barallobre,A Corunya,1268312025-05-11,2101031412VRM
Barallobre,Perlio,1268412025-05-11,3141221010VRM
Barallobre,Neda,1268412025-05-11,3141221010VRM
Barallobre,Ferrol,1268412025-05-11,3141221010VRM
Barcelona-Clot-Arago,Barcelona-Passeig de Gracia,1500012025-05-11,7930971801VRX
Barcelona-Clot-Arago,Barcelona-Sants,1500012025-05-11,7930971801VRX
Barcelona-Clot-Arago,Sant Celoni,1500512025-05-11,7180179309VRX
Barcelona-Clot-Arago,Macanet-Massanes,1500512025-05-11,7180179309VRX
Barcelona-Clot-Arago,Sils,1500512025-05-11,7180179309VRX
Barcelona-Clot-Arago,Caldes de Malavella,1500512025-05-11,7180179309VRX
Barcelona-Clot-Arago,Girona,1500512025-05-11,7180179309VRX
Barcelona-Clot-Arago,Flaca,1500512025-05-11,7180179309VRX
Barcelona-Clot-Arago,Figueres,1500512025-05-11,7180179309VRX
Barcelona-Clot-Arago,Llanca,1505712025-05-11,7180179315VRX
Barcelona-Clot-Arago,Portbou,1505712025-05-11,7180179315VRX
Barcelona-Clot-Arago,Barcelona-Sant Andreu Comtal,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Granollers Centre,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Gualba,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Riells I Viabrea-Breda,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Hostalric,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Riudellots,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Fornells de La Selva,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Celra,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Bordils-Juia,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Sant Jordi Desvalls,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Camallera,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Sant Miquel de Fluvia,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Vilamalla,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Vilajuiga,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Colera,1582512025-05-11,7180179316VRR
Barcelona-Clot-Arago,Cerbere,1582512025-05-11,7180179316VRR
Barcelona-Estació de França,Barcelona-Passeig de Gracia,1501712025-05-11,7940071400VRE
Barcelona-Estació de França,Barcelona-Sants,1501712025-05-11,7940071400VRE
Barcelona-Estació de França,Sant Vicenc de Calders,1501712025-05-11,7940071400VRE
Barcelona-Estació de França,Torredembarra,1501712025-05-11,7940071400VRE
Barcelona-Estació de França,Altafulla-Tamarit,1501712025-05-11,7940071400VRE
Barcelona-Estació de França,Tarragona,1501712025-05-11,7940071400VRE
Barcelona-Estació de França,Vila-Seca,1501712025-05-11,7940071400VRE
Barcelona-Estació de França,Reus,1501712025-05-11,7940071400VRE
Barcelona-Estació de França,Vilanova I La Geltru,1502112025-05-11,7940071400VRE
Barcelona-Estació de França,Les Borges del Camp,1503712025-05-11,7940071210VRE
Barcelona-Estació de França,Riudecanyes-Botarell,1503712025-05-11,7940071210VRE
Barcelona-Estació de França,Duesaigues-Largentera,1503712025-05-11,7940071210VRE
Barcelona-Estació de França,Pradell de La Teixeta,1503712025-05-11,7940071210VRE
Barcelona-Estació de França,Marca-Falset,1503712025-05-11,7940071210VRE
Barcelona-Estació de França,Capcanes,1503712025-05-11,7940071210VRE
Barcelona-Estació de França,Mora La Nova,1503712025-05-11,7940071210VRE
Barcelona-Estació de França,Asco,1503712025-05-11,7940071210VRE
Barcelona-Estació de França,Flix,1503712025-05-11,7940071210VRE
Barcelona-Estació de França,La Selva del Camp,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,Alcover,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,La Plana-Picamoixons,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,La Riba,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,Vilaverd,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,Montblanc,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,Lespluga de Francoli,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,Vimbodi I Poblet,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,Vinaixa,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,La Floresta,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,Les Borges Blanques,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,Juneda,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,Puigverd de Lleida-Artesa de Lleida,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,Lleida,1504112025-05-11,7940078400VRE
Barcelona-Estació de França,Port Aventura,1523112025-05-11,7940065411VRE
Barcelona-Estació de França,Riba-Roja Debre,1590712025-05-11,7940071209VRE
Barcelona-Estació de França,Faio-La Pobla de Massaluca (fayon),1750112025-05-11,7940004040VRE
Barcelona-Estació de França,Nonaspe,1750112025-05-11,7940004040VRE
Barcelona-Estació de França,Caspe,1750112025-05-11,7940004040VRE
Barcelona-Estació de França,Samper,1750112025-05-11,7940004040VRE
Barcelona-Estació de França,La Puebla de Hijar,1750112025-05-11,7940004040VRE
Barcelona-Estació de França,La Zaida-Sastago,1750112025-05-11,7940004040VRE
Barcelona-Estació de França,Quinto,1750112025-05-11,7940004040VRE
Barcelona-Estació de França,Zaragoza Miraflores,1750112025-05-11,7940004040VRE
Barcelona-Estació de França,Zaragoza Goya,1750112025-05-11,7940004040VRE
Barcelona-Estació de França,Zaragoza Portillo,1750112025-05-11,7940004040VRE
Barcelona-Estació de França,Zaragoza-Delicias,1750112025-05-11,7940004040VRE
Barcelona-Estació de França,CAMBRILS,1805112025-05-11,7940065400VRE
Barcelona-Estació de França,L'HOSPITALET DE L'INFANT,1805112025-05-11,7940065400VRE
Barcelona-Estació de França,Lametlla de Mar,1805112025-05-11,7940065400VRE
Barcelona-Estació de França,Lampolla-El Perello-Deltebre,1805112025-05-11,7940065400VRE
Barcelona-Estació de França,Laldea-Amposta-Tortosa,1805112025-05-11,7940065400VRE
Barcelona-Estació de França,Tortosa,1805112025-05-11,7940065400VRE
Barcelona-Estació de França,Camarles-Deltebre,1805712025-05-11,7940065400VRE
Barcelona-Estació de França,Camp-Redo,1805712025-05-11,7940065400VRE
Barcelona-Estació de França,Ulldecona -Alcanar-La Senia,1818912025-05-11,7940065312VRE
Barcelona-Estació de França,Vinaros,1818912025-05-11,7940065312VRE
Barcelona-Passeig de Gracia,Barcelona-Sants,1500012025-05-11,7930971801VRX
Barcelona-Passeig de Gracia,Barcelona-Clot-Arago,1500512025-05-11,7180179309VRX
Barcelona-Passeig de Gracia,Sant Celoni,1500512025-05-11,7180179309VRX
Barcelona-Passeig de Gracia,Macanet-Massanes,1500512025-05-11,7180179309VRX
Barcelona-Passeig de Gracia,Sils,1500512025-05-11,7180179309VRX
Barcelona-Passeig de Gracia,Caldes de Malavella,1500512025-05-11,7180179309VRX
Barcelona-Passeig de Gracia,Girona,1500512025-05-11,7180179309VRX
Barcelona-Passeig de Gracia,Flaca,1500512025-05-11,7180179309VRX
Barcelona-Passeig de Gracia,Figueres,1500512025-05-11,7180179309VRX
Barcelona-Passeig de Gracia,Barcelona-Estació de França,1501612025-05-11,0404079400VRE
Barcelona-Passeig de Gracia,Sant Vicenc de Calders,1501712025-05-11,7940071400VRE
Barcelona-Passeig de Gracia,Torredembarra,1501712025-05-11,7940071400VRE
Barcelona-Passeig de Gracia,Altafulla-Tamarit,1501712025-05-11,7940071400VRE
Barcelona-Passeig de Gracia,Tarragona,1501712025-05-11,7940071400VRE
Barcelona-Passeig de Gracia,Vila-Seca,1501712025-05-11,7940071400VRE
Barcelona-Passeig de Gracia,Reus,1501712025-05-11,7940071400VRE
Barcelona-Passeig de Gracia,Vilanova I La Geltru,1502112025-05-11,7940071400VRE
Barcelona-Passeig de Gracia,Les Borges del Camp,1503712025-05-11,7940071210VRE
Barcelona-Passeig de Gracia,Riudecanyes-Botarell,1503712025-05-11,7940071210VRE
Barcelona-Passeig de Gracia,Duesaigues-Largentera,1503712025-05-11,7940071210VRE
Barcelona-Passeig de Gracia,Pradell de La Teixeta,1503712025-05-11,7940071210VRE
Barcelona-Passeig de Gracia,Marca-Falset,1503712025-05-11,7940071210VRE
Barcelona-Passeig de Gracia,Capcanes,1503712025-05-11,7940071210VRE
Barcelona-Passeig de Gracia,Mora La Nova,1503712025-05-11,7940071210VRE
Barcelona-Passeig de Gracia,Asco,1503712025-05-11,7940071210VRE
Barcelona-Passeig de Gracia,Flix,1503712025-05-11,7940071210VRE
Barcelona-Passeig de Gracia,La Selva del Camp,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,Alcover,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,La Plana-Picamoixons,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,La Riba,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,Vilaverd,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,Montblanc,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,Lespluga de Francoli,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,Vimbodi I Poblet,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,Vinaixa,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,La Floresta,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,Les Borges Blanques,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,Juneda,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,Puigverd de Lleida-Artesa de Lleida,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,Lleida,1504112025-05-11,7940078400VRE
Barcelona-Passeig de Gracia,Llanca,1505712025-05-11,7180179315VRX
Barcelona-Passeig de Gracia,Portbou,1505712025-05-11,7180179315VRX
Barcelona-Passeig de Gracia,Port Aventura,1523112025-05-11,7940065411VRE
Barcelona-Passeig de Gracia,Barcelona-Sant Andreu Comtal,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Granollers Centre,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Gualba,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Riells I Viabrea-Breda,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Hostalric,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Riudellots,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Fornells de La Selva,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Celra,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Bordils-Juia,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Sant Jordi Desvalls,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Camallera,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Sant Miquel de Fluvia,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Vilamalla,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Vilajuiga,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Colera,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Cerbere,1582512025-05-11,7180179316VRR
Barcelona-Passeig de Gracia,Riba-Roja Debre,1590712025-05-11,7940071209VRE
Barcelona-Passeig de Gracia,Faio-La Pobla de Massaluca (fayon),1750112025-05-11,7940004040VRE
Barcelona-Passeig de Gracia,Nonaspe,1750112025-05-11,7940004040VRE
Barcelona-Passeig de Gracia,Caspe,1750112025-05-11,7940004040VRE
Barcelona-Passeig de Gracia,Samper,1750112025-05-11,7940004040VRE
Barcelona-Passeig de Gracia,La Puebla de Hijar,1750112025-05-11,7940004040VRE
Barcelona-Passeig de Gracia,La Zaida-Sastago,1750112025-05-11,7940004040VRE
Barcelona-Passeig de Gracia,Quinto,1750112025-05-11,7940004040VRE
Barcelona-Passeig de Gracia,Zaragoza Miraflores,1750112025-05-11,7940004040VRE
Barcelona-Passeig de Gracia,Zaragoza Goya,1750112025-05-11,7940004040VRE
Barcelona-Passeig de Gracia,Zaragoza Portillo,1750112025-05-11,7940004040VRE
Barcelona-Passeig de Gracia,Zaragoza-Delicias,1750112025-05-11,7940004040VRE
Barcelona-Passeig de Gracia,CAMBRILS,1805112025-05-11,7940065400VRE
Barcelona-Passeig de Gracia,L'HOSPITALET DE L'INFANT,1805112025-05-11,7940065400VRE
Barcelona-Passeig de Gracia,Lametlla de Mar,1805112025-05-11,7940065400VRE
Barcelona-Passeig de Gracia,Lampolla-El Perello-Deltebre,1805112025-05-11,7940065400VRE
Barcelona-Passeig de Gracia,Laldea-Amposta-Tortosa,1805112025-05-11,7940065400VRE
Barcelona-Passeig de Gracia,Tortosa,1805112025-05-11,7940065400VRE
Barcelona-Passeig de Gracia,Camarles-Deltebre,1805712025-05-11,7940065400VRE
Barcelona-Passeig de Gracia,Camp-Redo,1805712025-05-11,7940065400VRE
Barcelona-Passeig de Gracia,Ulldecona -Alcanar-La Senia,1818912025-05-11,7940065312VRE
Barcelona-Passeig de Gracia,Vinaros,1818912025-05-11,7940065312VRE
Barcelona-Sant Andreu Comtal,Barcelona-Clot-Arago,1580412025-05-11,7931571801VRR
Barcelona-Sant Andreu Comtal,Barcelona-Passeig de Gracia,1580412025-05-11,7931571801VRR
Barcelona-Sant Andreu Comtal,Barcelona-Sants,1580412025-05-11,7931571801VRR
Barcelona-Sant Andreu Comtal,Granollers Centre,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Sant Celoni,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Gualba,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Riells I Viabrea-Breda,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Hostalric,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Macanet-Massanes,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Sils,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Caldes de Malavella,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Riudellots,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Fornells de La Selva,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Girona,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Celra,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Bordils-Juia,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Flaca,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Sant Jordi Desvalls,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Camallera,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Sant Miquel de Fluvia,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Vilamalla,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Figueres,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Vilajuiga,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Llanca,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Colera,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Portbou,1582512025-05-11,7180179316VRR
Barcelona-Sant Andreu Comtal,Cerbere,1582512025-05-11,7180179316VRR
Barcelona-Sants,Camp Tarragona,0043812025-05-11,7180113200GL023
Barcelona-Sants,Lleida,0043812025-05-11,7180113200GL023
Barcelona-Sants,Zaragoza-Delicias,0043812025-05-11,7180113200GL023
Barcelona-Sants,Tudela de Navarra,0043812025-05-11,7180113200GL023
Barcelona-Sants,Castejon de Ebro,0043812025-05-11,7180113200GL023
Barcelona-Sants,Calahorra,0043812025-05-11,7180113200GL023
Barcelona-Sants,Logronyo,0043812025-05-11,7180113200GL023
Barcelona-Sants,Haro,0043812025-05-11,7180113200GL023
Barcelona-Sants,Miranda de Ebro,0043812025-05-11,7180113200GL023
Barcelona-Sants,Bilbao-Abando Indalecio Prieto,0043812025-05-11,7180113200GL023
Barcelona-Sants,Laldea-Amposta-Tortosa,0046312025-05-11,7180165000GL026
Barcelona-Sants,Vinaros,0046312025-05-11,7180165000GL026
Barcelona-Sants,Benicarlo-Penyiscola,0046312025-05-11,7180165000GL026
Barcelona-Sants,Castello,0046312025-05-11,7180165000GL026
Barcelona-Sants,Valencia-Estacio del Nord,0046312025-05-11,7180165000GL026
Barcelona-Sants,Tafalla,0053012025-05-12,7180111511GL023
Barcelona-Sants,Pamplona/irunya,0053012025-05-12,7180111511GL023
Barcelona-Sants,Altsasu/alsasua-Estacion,0053012025-05-12,7180111511GL023
Barcelona-Sants,Zumarraga,0053012025-05-12,7180111511GL023
Barcelona-Sants,San Sebastian/donostia,0053012025-05-12,7180111511GL023
Barcelona-Sants,Vitoria/gasteiz,0062212025-05-11,7180122308GL023
Barcelona-Sants,Burgos-Rosa Manzano,0062212025-05-11,7180122308GL023
Barcelona-Sants,Palencia,0062212025-05-11,7180122308GL023
Barcelona-Sants,Leon,0062212025-05-11,7180122308GL023
Barcelona-Sants,Astorga,0062212025-05-11,7180122308GL023
Barcelona-Sants,Bembibre,0062212025-05-11,7180122308GL023
Barcelona-Sants,Ponferrada,0062212025-05-11,7180122308GL023
Barcelona-Sants,O Barco de Valdeorras,0062212025-05-11,7180122308GL023
Barcelona-Sants,A Rua-Petin,0062212025-05-11,7180122308GL023
Barcelona-Sants,San Clodio-Quiroga,0062212025-05-11,7180122308GL023
Barcelona-Sants,Monforte de Lemos,0062212025-05-11,7180122308GL023
Barcelona-Sants,Ourense,0062212025-05-11,7180122308GL023
Barcelona-Sants,Guillarei,0062212025-05-11,7180122308GL023
Barcelona-Sants,O Porrinyo,0062212025-05-11,7180122308GL023
Barcelona-Sants,Redondela,0062212025-05-11,7180122308GL023
Barcelona-Sants,Vigo Guixar,0062212025-05-11,7180122308GL023
Barcelona-Sants,Santiago de Compostela,0062612025-05-11,7180131412GL023
Barcelona-Sants,A Corunya,0062612025-05-11,7180131412GL023
Barcelona-Sants,Valladolid,0063212025-05-11,7180130100GL023
Barcelona-Sants,Medina del Campo,0063212025-05-11,7180130100GL023
Barcelona-Sants,Salamanca,0063212025-05-11,7180130100GL023
Barcelona-Sants,CAMBRILS,0069712025-05-12,7180151405GL023
Barcelona-Sants,Xativa,0069712025-05-12,7180151405GL023
Barcelona-Sants,Albacete-Los Llanos,0069712025-05-12,7180151405GL023
Barcelona-Sants,Villarrobledo,0069712025-05-12,7180151405GL023
Barcelona-Sants,Socuellamos,0069712025-05-12,7180151405GL023
Barcelona-Sants,Alcazar de San Juan,0069712025-05-12,7180151405GL023
Barcelona-Sants,Manzanares,0069712025-05-12,7180151405GL023
Barcelona-Sants,Valdepenyas,0069712025-05-12,7180151405GL023
Barcelona-Sants,Vilches,0069712025-05-12,7180151405GL023
Barcelona-Sants,Linares-Baeza,0069712025-05-12,7180151405GL023
Barcelona-Sants,Espeluy,0069712025-05-12,7180151405GL023
Barcelona-Sants,Andujar,0069712025-05-12,7180151405GL023
Barcelona-Sants,Cordoba,0069712025-05-12,7180151405GL023
Barcelona-Sants,Sevilla-Santa Justa,0069712025-05-12,7180151405GL023
Barcelona-Sants,Jerez de La Frontera,0069712025-05-12,7180151405GL023
Barcelona-Sants,Puerto de Santa Maria,0069712025-05-12,7180151405GL023
Barcelona-Sants,San Fernando-Bahia Sur,0069712025-05-12,7180151405GL023
Barcelona-Sants,Cadiz,0069712025-05-12,7180151405GL023
Barcelona-Sants,Alicante/alacant,0107112025-05-11,7180160911GL012
Barcelona-Sants,Tarragona,0113112025-05-11,7180165000GL026
Barcelona-Sants,Orpesa,0113112025-05-11,7180165000GL026
Barcelona-Sants,Sagunt/sagunto,0113112025-05-11,7180165000GL026
Barcelona-Sants,Girona,0115222025-05-11,6500004307GL012
Barcelona-Sants,Figueres Vilafant,0115222025-05-11,6500004307GL012
Barcelona-Sants,Benicassim,0137112025-05-11,7180160911GL026
Barcelona-Sants,Villena,0137112025-05-11,7180160911GL026
Barcelona-Sants,Elda-Petrer,0137112025-05-11,7180160911GL026
Barcelona-Sants,Madrid Pta.Atocha - Almudena Grandes,0305212025-05-11,7180160000AV006
Barcelona-Sants,Calatayud,0306212025-05-11,7180160000AV006
Barcelona-Sants,Guadalajara - Yebes,0306212025-05-11,7180160000AV006
Barcelona-Sants,Ciudad Real,0386212025-05-11,7180154413AV006
Barcelona-Sants,Puertollano,0386212025-05-11,7180154413AV006
Barcelona-Sants,Antequera-Santa Ana,0386212025-05-11,7180154413AV006
Barcelona-Sants,Malaga Maria Zambrano,0386212025-05-11,7180154413AV006
Barcelona-Sants,Antequera AV,0393012025-05-11,7180105000AV006
Barcelona-Sants,Granada,0393012025-05-11,7180105000AV006
Barcelona-Sants,Puente Genil-Herrera,0399012025-05-11,7180154413AV006
Barcelona-Sants,Perpignan,0972512025-05-11,6000087089AV016
Barcelona-Sants,Narbonne,0972512025-05-11,6000087089AV016
Barcelona-Sants,Montpellier,0972512025-05-11,6000087089AV016
Barcelona-Sants,NIMES,0972512025-05-11,6000087089AV016
Barcelona-Sants,Avignon,0972512025-05-11,6000087089AV016
Barcelona-Sants,Aix en Provence,0972512025-05-11,6000087089AV016
Barcelona-Sants,Marseille St Charles,0972512025-05-11,6000087089AV016
Barcelona-Sants,Valence,0973712025-05-11,7180187303AV016
Barcelona-Sants,Lyon Part Dieu,0973712025-05-11,7180187303AV016
Barcelona-Sants,Barcelona-Passeig de Gracia,1500512025-05-11,7180179309VRX
Barcelona-Sants,Barcelona-Clot-Arago,1500512025-05-11,7180179309VRX
Barcelona-Sants,Sant Celoni,1500512025-05-11,7180179309VRX
Barcelona-Sants,Macanet-Massanes,1500512025-05-11,7180179309VRX
Barcelona-Sants,Sils,1500512025-05-11,7180179309VRX
Barcelona-Sants,Caldes de Malavella,1500512025-05-11,7180179309VRX
Barcelona-Sants,Flaca,1500512025-05-11,7180179309VRX
Barcelona-Sants,Figueres,1500512025-05-11,7180179309VRX
Barcelona-Sants,Barcelona-Estació de França,1501612025-05-11,0404079400VRE
Barcelona-Sants,Sant Vicenc de Calders,1501712025-05-11,7940071400VRE
Barcelona-Sants,Torredembarra,1501712025-05-11,7940071400VRE
Barcelona-Sants,Altafulla-Tamarit,1501712025-05-11,7940071400VRE
Barcelona-Sants,Vila-Seca,1501712025-05-11,7940071400VRE
Barcelona-Sants,Reus,1501712025-05-11,7940071400VRE
Barcelona-Sants,Vilanova I La Geltru,1502112025-05-11,7940071400VRE
Barcelona-Sants,Les Borges del Camp,1503712025-05-11,7940071210VRE
Barcelona-Sants,Riudecanyes-Botarell,1503712025-05-11,7940071210VRE
Barcelona-Sants,Duesaigues-Largentera,1503712025-05-11,7940071210VRE
Barcelona-Sants,Pradell de La Teixeta,1503712025-05-11,7940071210VRE
Barcelona-Sants,Marca-Falset,1503712025-05-11,7940071210VRE
Barcelona-Sants,Capcanes,1503712025-05-11,7940071210VRE
Barcelona-Sants,Mora La Nova,1503712025-05-11,7940071210VRE
Barcelona-Sants,Asco,1503712025-05-11,7940071210VRE
Barcelona-Sants,Flix,1503712025-05-11,7940071210VRE
Barcelona-Sants,La Selva del Camp,1504112025-05-11,7940078400VRE
Barcelona-Sants,Alcover,1504112025-05-11,7940078400VRE
Barcelona-Sants,La Plana-Picamoixons,1504112025-05-11,7940078400VRE
Barcelona-Sants,La Riba,1504112025-05-11,7940078400VRE
Barcelona-Sants,Vilaverd,1504112025-05-11,7940078400VRE
Barcelona-Sants,Montblanc,1504112025-05-11,7940078400VRE
Barcelona-Sants,Lespluga de Francoli,1504112025-05-11,7940078400VRE
Barcelona-Sants,Vimbodi I Poblet,1504112025-05-11,7940078400VRE
Barcelona-Sants,Vinaixa,1504112025-05-11,7940078400VRE
Barcelona-Sants,La Floresta,1504112025-05-11,7940078400VRE
Barcelona-Sants,Les Borges Blanques,1504112025-05-11,7940078400VRE
Barcelona-Sants,Juneda,1504112025-05-11,7940078400VRE
Barcelona-Sants,Puigverd de Lleida-Artesa de Lleida,1504112025-05-11,7940078400VRE
Barcelona-Sants,Llanca,1505712025-05-11,7180179315VRX
Barcelona-Sants,Portbou,1505712025-05-11,7180179315VRX
Barcelona-Sants,Port Aventura,1523112025-05-11,7940065411VRE
Barcelona-Sants,Barcelona-Sant Andreu Comtal,1582512025-05-11,7180179316VRR
Barcelona-Sants,Granollers Centre,1582512025-05-11,7180179316VRR
Barcelona-Sants,Gualba,1582512025-05-11,7180179316VRR
Barcelona-Sants,Riells I Viabrea-Breda,1582512025-05-11,7180179316VRR
Barcelona-Sants,Hostalric,1582512025-05-11,7180179316VRR
Barcelona-Sants,Riudellots,1582512025-05-11,7180179316VRR
Barcelona-Sants,Fornells de La Selva,1582512025-05-11,7180179316VRR
Barcelona-Sants,Celra,1582512025-05-11,7180179316VRR
Barcelona-Sants,Bordils-Juia,1582512025-05-11,7180179316VRR
Barcelona-Sants,Sant Jordi Desvalls,1582512025-05-11,7180179316VRR
Barcelona-Sants,Camallera,1582512025-05-11,7180179316VRR
Barcelona-Sants,Sant Miquel de Fluvia,1582512025-05-11,7180179316VRR
Barcelona-Sants,Vilamalla,1582512025-05-11,7180179316VRR
Barcelona-Sants,Vilajuiga,1582512025-05-11,7180179316VRR
Barcelona-Sants,Colera,1582512025-05-11,7180179316VRR
Barcelona-Sants,Cerbere,1582512025-05-11,7180179316VRR
Barcelona-Sants,Riba-Roja Debre,1590712025-05-11,7940071209VRE
Barcelona-Sants,Faio-La Pobla de Massaluca (fayon),1750112025-05-11,7940004040VRE
Barcelona-Sants,Nonaspe,1750112025-05-11,7940004040VRE
Barcelona-Sants,Caspe,1750112025-05-11,7940004040VRE
